Date;Product Name;Category;Units Sold;Price;Revenue;Discount;Units Returned;Location;Platform
12/04/2021;BCAA;Amino Acid;149;5703;849747;8;0;UK;Walmart
12/04/2021;Creatine;Performance;150;1842;27630;19;5;Canada;iHerb
12/04/2021;Zinc;Mineral;176;5377;946352;18;1;USA;iHerb
12/04/2021;Collagen Peptides;Protein;151;3401;513551;9;1;Canada;Amazon
12/04/2021;Magnesium;Mineral;153;5505;842265;17;2;USA;iHerb
12/04/2021;Ashwagandha;Herbal;131;1605;210255;2;1;UK;Walmart
12/04/2021;Melatonin;Sleep Aid;146;1446;211116;11;0;Canada;Walmart
12/04/2021;Biotin;Vitamin;157;1474;231418;24;1;Canada;Walmart
12/04/2021;Green Tea Extract;Fat Burner;147;1123;165081;2;1;Canada;Walmart
12/04/2021;Iron Supplement;Mineral;142;1812;257304;22;2;UK;Walmart
12/04/2021;Electrolyte Powder;Hydration;140;4453;62342;14;1;USA;Amazon
19/04/2021;Whey Protein;Protein;145;4348;63046;24;0;Canada;Walmart
19/04/2021;Vitamin C;Vitamin;153;3233;494649;6;3;USA;Amazon
19/04/2021;Fish Oil;Omega;149;2524;376076;5;0;USA;iHerb
19/04/2021;Multivitamin;Vitamin;158;445;70310;1;1;USA;Walmart
19/04/2021;Pre-Workout;Performance;149;1503;223947;8;2;Canada;Amazon
19/04/2021;BCAA;Amino Acid;156;3301;514956;5;1;UK;Walmart
19/04/2021;Creatine;Performance;139;2398;333322;3;2;USA;iHerb
19/04/2021;Zinc;Mineral;128;4224;540672;8;2;UK;iHerb
19/04/2021;Collagen Peptides;Protein;152;4254;646608;3;1;USA;Walmart
19/04/2021;Magnesium;Mineral;148;402;59496;22;6;UK;Amazon
19/04/2021;Ashwagandha;Herbal;154;2126;327404;6;1;UK;Walmart
19/04/2021;Melatonin;Sleep Aid;145;2841;411945;9;1;Canada;iHerb
19/04/2021;Biotin;Vitamin;164;4071;667644;8;3;USA;iHerb
19/04/2021;Green Tea Extract;Fat Burner;150;3486;52290;17;0;Canada;Walmart
19/04/2021;Iron Supplement;Mineral;166;2715;45069;3;1;UK;Amazon
19/04/2021;Electrolyte Powder;Hydration;150;4393;65895;11;4;UK;Walmart
26/04/2021;Whey Protein;Protein;153;1547;236691;1;1;USA;Amazon
26/04/2021;Vitamin C;Vitamin;152;1392;211584;2;3;Canada;iHerb
26/04/2021;Fish Oil;Omega;139;3714;516246;21;0;Canada;Walmart
26/04/2021;Multivitamin;Vitamin;134;5732;768088;1;1;UK;iHerb
26/04/2021;Pre-Workout;Performance;154;5185;79849;25;0;UK;Amazon
26/04/2021;BCAA;Amino Acid;133;5103;678699;7;0;USA;Walmart
26/04/2021;Creatine;Performance;161;2847;458367;13;2;Canada;Walmart
26/04/2021;Zinc;Mineral;158;4063;641954;15;2;Canada;Amazon
26/04/2021;Collagen Peptides;Protein;155;1423;220565;3;1;UK;Amazon
26/04/2021;Magnesium;Mineral;150;4506;67590;2;1;Canada;iHerb
26/04/2021;Ashwagandha;Herbal;147;1959;287973;2;2;UK;Walmart
26/04/2021;Melatonin;Sleep Aid;141;452;63732;24;1;UK;Amazon
26/04/2021;Biotin;Vitamin;156;4153;647868;11;0;Canada;Walmart
26/04/2021;Green Tea Extract;Fat Burner;150;5053;75795;18;2;Canada;Walmart
26/04/2021;Iron Supplement;Mineral;133;3502;465766;22;3;UK;Walmart
26/04/2021;Electrolyte Powder;Hydration;151;4732;714532;0;0;UK;iHerb
03/05/2021;Whey Protein;Protein;153;5583;854199;18;2;UK;Amazon
03/05/2021;Vitamin C;Vitamin;146;1601;233746;13;2;UK;Amazon
03/05/2021;Fish Oil;Omega;147;3609;530523;2;0;USA;Walmart
03/05/2021;Multivitamin;Vitamin;164;5474;897736;3;5;Canada;Amazon
03/05/2021;Pre-Workout;Performance;139;5987;832193;7;2;USA;Walmart
03/05/2021;BCAA;Amino Acid;137;552;75624;8;2;UK;iHerb
03/05/2021;Creatine;Performance;138;2682;370116;5;1;Canada;Walmart
03/05/2021;Zinc;Mineral;146;3242;473332;8;2;USA;iHerb
03/05/2021;Collagen Peptides;Protein;165;1786;29469;17;2;UK;Amazon
03/05/2021;Magnesium;Mineral;155;3202;49631;23;2;USA;Walmart
03/05/2021;Ashwagandha;Herbal;150;2628;39420;25;2;UK;Walmart
03/05/2021;Melatonin;Sleep Aid;120;4117;49404;1;0;Canada;Amazon
03/05/2021;Biotin;Vitamin;148;3191;472268;7;0;USA;Amazon
03/05/2021;Green Tea Extract;Fat Burner;157;2001;314157;8;2;UK;Amazon
03/05/2021;Iron Supplement;Mineral;128;1366;174848;2;2;USA;Amazon
03/05/2021;Electrolyte Powder;Hydration;160;4347;69552;12;2;USA;Walmart
10/05/2021;Whey Protein;Protein;161;2788;448868;7;2;USA;Walmart
10/05/2021;Vitamin C;Vitamin;157;2712;425784;19;2;USA;iHerb
10/05/2021;Fish Oil;Omega;167;3588;599196;14;2;UK;Amazon
10/05/2021;Multivitamin;Vitamin;184;1267;233128;23;2;USA;iHerb
10/05/2021;Pre-Workout;Performance;154;1468;226072;19;2;UK;Walmart
10/05/2021;BCAA;Amino Acid;143;5189;742027;2;3;USA;iHerb
10/05/2021;Creatine;Performance;141;568;80088;17;1;UK;Amazon
10/05/2021;Zinc;Mineral;157;2386;374602;25;2;Canada;Amazon
10/05/2021;Collagen Peptides;Protein;155;1246;19313;1;2;Canada;Walmart
10/05/2021;Magnesium;Mineral;160;5204;83264;1;1;Canada;Amazon
10/05/2021;Ashwagandha;Herbal;140;1362;19068;24;0;UK;iHerb
10/05/2021;Melatonin;Sleep Aid;171;5928;1013688;14;4;Canada;iHerb
10/05/2021;Biotin;Vitamin;169;1481;250289;11;4;USA;Walmart
10/05/2021;Green Tea Extract;Fat Burner;151;1706;257606;0;3;Canada;iHerb
10/05/2021;Iron Supplement;Mineral;130;5573;72449;5;2;Canada;Walmart
10/05/2021;Electrolyte Powder;Hydration;129;182;23478;18;1;UK;Amazon
17/05/2021;Whey Protein;Protein;149;1856;276544;19;1;UK;Walmart
17/05/2021;Vitamin C;Vitamin;156;4441;692796;3;1;Canada;Walmart
17/05/2021;Fish Oil;Omega;140;231;32340;22;3;UK;Walmart
17/05/2021;Multivitamin;Vitamin;138;1439;198582;1;2;UK;Amazon
17/05/2021;Pre-Workout;Performance;156;2413;376428;9;0;UK;iHerb
17/05/2021;BCAA;Amino Acid;158;4544;717952;6;1;Canada;Walmart
17/05/2021;Creatine;Performance;144;2705;38952;2;3;Canada;iHerb
17/05/2021;Zinc;Mineral;151;1154;174254;22;0;UK;iHerb
17/05/2021;Collagen Peptides;Protein;176;271;47696;23;0;UK;Walmart
17/05/2021;Magnesium;Mineral;153;2097;320841;11;2;UK;Walmart
17/05/2021;Ashwagandha;Herbal;158;5684;898072;4;1;USA;Walmart
17/05/2021;Melatonin;Sleep Aid;141;1615;227715;25;1;UK;iHerb
17/05/2021;Biotin;Vitamin;133;4597;611401;21;0;Canada;Walmart
17/05/2021;Green Tea Extract;Fat Burner;124;3158;391592;6;1;USA;Amazon
17/05/2021;Iron Supplement;Mineral;141;553;77973;14;1;USA;Amazon
17/05/2021;Electrolyte Powder;Hydration;146;4638;677148;11;3;Canada;iHerb
24/05/2021;Whey Protein;Protein;176;3803;669328;2;1;UK;Walmart
24/05/2021;Vitamin C;Vitamin;147;5383;791301;4;1;USA;Amazon
24/05/2021;Fish Oil;Omega;154;2915;44891;22;2;Canada;iHerb
24/05/2021;Multivitamin;Vitamin;148;3323;491804;21;2;UK;Amazon
24/05/2021;Pre-Workout;Performance;163;1592;259496;0;1;Canada;Walmart
24/05/2021;BCAA;Amino Acid;157;2479;389203;12;1;USA;Amazon
24/05/2021;Creatine;Performance;147;1682;247254;5;0;USA;Walmart
24/05/2021;Zinc;Mineral;138;4136;570768;8;4;USA;iHerb
24/05/2021;Collagen Peptides;Protein;138;2789;384882;0;3;USA;Amazon
24/05/2021;Magnesium;Mineral;168;3718;624624;16;1;Canada;Walmart
24/05/2021;Ashwagandha;Herbal;155;127;19685;11;2;UK;iHerb
24/05/2021;Melatonin;Sleep Aid;167;5113;853871;5;1;Canada;iHerb
24/05/2021;Biotin;Vitamin;143;1752;250536;13;2;UK;iHerb
24/05/2021;Green Tea Extract;Fat Burner;148;5244;776112;18;1;USA;iHerb
24/05/2021;Iron Supplement;Mineral;141;3885;547785;6;1;Canada;Amazon
24/05/2021;Electrolyte Powder;Hydration;162;596;96552;3;3;UK;iHerb
31/05/2021;Whey Protein;Protein;146;5403;788838;1;1;UK;iHerb
31/05/2021;Vitamin C;Vitamin;122;2224;271328;17;0;Canada;iHerb
31/05/2021;Fish Oil;Omega;133;4239;563787;18;0;USA;Walmart
31/05/2021;Multivitamin;Vitamin;129;2303;297087;21;3;USA;Walmart
31/05/2021;Pre-Workout;Performance;160;5109;81744;19;2;USA;Amazon
31/05/2021;BCAA;Amino Acid;144;1609;231696;13;2;USA;iHerb
31/05/2021;Creatine;Performance;145;2818;40861;16;3;USA;Amazon
31/05/2021;Zinc;Mineral;136;1704;231744;16;2;UK;Walmart
31/05/2021;Collagen Peptides;Protein;173;5751;994923;2;2;Canada;Amazon
31/05/2021;Magnesium;Mineral;151;5158;778858;4;0;UK;Walmart
31/05/2021;Ashwagandha;Herbal;167;1645;274715;12;2;UK;iHerb
31/05/2021;Melatonin;Sleep Aid;155;5529;856995;13;0;UK;Amazon
31/05/2021;Biotin;Vitamin;171;4659;796689;18;1;USA;Amazon
31/05/2021;Green Tea Extract;Fat Burner;139;2099;291761;11;2;UK;iHerb
31/05/2021;Iron Supplement;Mineral;161;4961;798721;21;2;Canada;iHerb
31/05/2021;Electrolyte Powder;Hydration;140;2574;36036;3;1;USA;Amazon
07/06/2021;Whey Protein;Protein;139;5542;770338;3;2;UK;iHerb
07/06/2021;Vitamin C;Vitamin;157;5613;881241;14;1;UK;Walmart
07/06/2021;Fish Oil;Omega;160;4468;71488;1;3;UK;iHerb
07/06/2021;Multivitamin;Vitamin;148;2106;311688;17;2;UK;Walmart
07/06/2021;Pre-Workout;Performance;149;3282;489018;22;1;Canada;Amazon
07/06/2021;BCAA;Amino Acid;164;3053;500692;6;1;UK;Walmart
07/06/2021;Creatine;Performance;163;3622;590386;2;1;USA;iHerb
07/06/2021;Zinc;Mineral;155;1546;23963;2;0;UK;Amazon
07/06/2021;Collagen Peptides;Protein;141;2732;385212;24;4;UK;Walmart
07/06/2021;Magnesium;Mineral;141;4525;638025;11;0;UK;Walmart
07/06/2021;Ashwagandha;Herbal;158;5351;845458;3;0;USA;iHerb
07/06/2021;Melatonin;Sleep Aid;157;2988;469116;8;1;Canada;iHerb
07/06/2021;Biotin;Vitamin;149;4159;619691;6;4;Canada;Walmart
07/06/2021;Green Tea Extract;Fat Burner;144;3853;554832;11;1;UK;Walmart
07/06/2021;Iron Supplement;Mineral;159;5166;821394;6;2;UK;iHerb
07/06/2021;Electrolyte Powder;Hydration;153;343;52479;8;0;UK;iHerb
14/06/2021;Whey Protein;Protein;139;4415;613685;17;4;USA;Amazon
14/06/2021;Vitamin C;Vitamin;159;5421;861939;22;1;Canada;iHerb
14/06/2021;Fish Oil;Omega;151;1415;213665;5;1;Canada;iHerb
14/06/2021;Multivitamin;Vitamin;153;5941;908973;1;0;USA;Amazon
14/06/2021;Pre-Workout;Performance;162;1993;322866;12;2;UK;Walmart
14/06/2021;BCAA;Amino Acid;160;2526;40416;24;2;UK;Walmart
14/06/2021;Creatine;Performance;147;4656;684432;6;0;Canada;iHerb
14/06/2021;Zinc;Mineral;151;4145;625895;3;2;USA;iHerb
14/06/2021;Collagen Peptides;Protein;142;1635;23217;23;3;USA;Walmart
14/06/2021;Magnesium;Mineral;140;4043;56602;24;1;UK;Walmart
14/06/2021;Ashwagandha;Herbal;157;2981;468017;24;2;Canada;Walmart
14/06/2021;Melatonin;Sleep Aid;142;4518;641556;16;1;UK;Walmart
14/06/2021;Biotin;Vitamin;178;2519;448382;23;1;USA;iHerb
14/06/2021;Green Tea Extract;Fat Burner;141;5119;721779;3;3;UK;Amazon
14/06/2021;Iron Supplement;Mineral;161;456;73416;1;1;Canada;iHerb
14/06/2021;Electrolyte Powder;Hydration;134;3405;45627;9;1;USA;Amazon
21/06/2021;Whey Protein;Protein;123;3181;391263;5;2;Canada;Walmart
21/06/2021;Vitamin C;Vitamin;162;2492;403704;16;1;UK;Walmart
21/06/2021;Fish Oil;Omega;140;1202;16828;2;0;Canada;Amazon
21/06/2021;Multivitamin;Vitamin;136;5979;813144;7;0;USA;Walmart
21/06/2021;Pre-Workout;Performance;151;5367;810417;1;1;UK;Amazon
21/06/2021;BCAA;Amino Acid;139;2583;359037;17;1;UK;Walmart
21/06/2021;Creatine;Performance;153;1956;299268;1;4;USA;iHerb
21/06/2021;Zinc;Mineral;146;2275;33215;3;0;Canada;Amazon
21/06/2021;Collagen Peptides;Protein;143;187;26741;19;0;Canada;Amazon
21/06/2021;Magnesium;Mineral;152;3533;537016;14;1;Canada;Walmart
21/06/2021;Ashwagandha;Herbal;142;5356;760552;5;0;UK;Amazon
21/06/2021;Melatonin;Sleep Aid;168;3757;631176;9;0;USA;iHerb
21/06/2021;Biotin;Vitamin;153;2015;308295;11;2;USA;Amazon
21/06/2021;Green Tea Extract;Fat Burner;153;374;57222;18;2;UK;iHerb
21/06/2021;Iron Supplement;Mineral;155;4551;705405;17;0;UK;Walmart
21/06/2021;Electrolyte Powder;Hydration;147;4347;639009;5;2;USA;iHerb
28/06/2021;Whey Protein;Protein;170;5607;95319;24;0;UK;Walmart
28/06/2021;Vitamin C;Vitamin;154;5299;816046;6;5;UK;Amazon
28/06/2021;Fish Oil;Omega;154;1428;219912;5;2;USA;Walmart
28/06/2021;Multivitamin;Vitamin;145;448;64960;9;0;UK;Walmart
28/06/2021;Pre-Workout;Performance;127;3603;457581;19;1;USA;Amazon
28/06/2021;BCAA;Amino Acid;147;1132;166404;8;4;UK;iHerb
28/06/2021;Creatine;Performance;166;3939;653874;21;1;USA;Walmart
28/06/2021;Zinc;Mineral;150;4466;66990;2;0;Canada;iHerb
28/06/2021;Collagen Peptides;Protein;160;4088;65408;16;0;USA;Walmart
28/06/2021;Magnesium;Mineral;163;2295;374085;18;1;Canada;iHerb
28/06/2021;Ashwagandha;Herbal;119;1893;225267;8;1;USA;Walmart
28/06/2021;Melatonin;Sleep Aid;150;2353;35295;1;2;USA;Walmart
28/06/2021;Biotin;Vitamin;146;5335;77891;19;3;USA;Amazon
28/06/2021;Green Tea Extract;Fat Burner;150;4481;67215;5;1;Canada;iHerb
28/06/2021;Iron Supplement;Mineral;134;5321;713014;12;2;Canada;iHerb
28/06/2021;Electrolyte Powder;Hydration;154;3159;486486;2;1;Canada;Walmart
05/07/2021;Whey Protein;Protein;175;3313;579775;2;3;UK;iHerb
05/07/2021;Vitamin C;Vitamin;152;3339;507528;24;2;Canada;Walmart
05/07/2021;Fish Oil;Omega;162;3339;540918;16;3;UK;Amazon
05/07/2021;Multivitamin;Vitamin;152;2586;393072;7;1;USA;Amazon
05/07/2021;Pre-Workout;Performance;123;5063;622749;3;0;UK;Amazon
05/07/2021;BCAA;Amino Acid;148;4818;713064;11;2;USA;Amazon
05/07/2021;Creatine;Performance;154;1782;274428;11;1;Canada;iHerb
05/07/2021;Zinc;Mineral;159;2941;467619;4;1;UK;iHerb
05/07/2021;Collagen Peptides;Protein;153;3575;546975;4;2;Canada;Amazon
05/07/2021;Magnesium;Mineral;165;3458;57057;24;1;USA;Amazon
05/07/2021;Ashwagandha;Herbal;153;403;61659;2;4;Canada;Walmart
05/07/2021;Melatonin;Sleep Aid;158;4521;714318;15;1;USA;Walmart
05/07/2021;Biotin;Vitamin;150;3917;58755;13;1;Canada;Amazon
05/07/2021;Green Tea Extract;Fat Burner;139;2208;306912;13;1;USA;Walmart
05/07/2021;Iron Supplement;Mineral;148;2751;407148;11;0;Canada;Amazon
05/07/2021;Electrolyte Powder;Hydration;152;1749;265848;14;1;USA;iHerb
12/07/2021;Whey Protein;Protein;140;1652;23128;8;0;Canada;iHerb
12/07/2021;Vitamin C;Vitamin;134;3939;527826;2;3;UK;Walmart
12/07/2021;Fish Oil;Omega;182;325;59150;1;2;Canada;Amazon
12/07/2021;Multivitamin;Vitamin;147;2034;298998;16;1;Canada;Walmart
12/07/2021;Pre-Workout;Performance;137;3825;524025;21;0;USA;iHerb
12/07/2021;BCAA;Amino Acid;161;1575;253575;17;1;USA;Amazon
12/07/2021;Creatine;Performance;176;4214;741664;1;4;UK;Walmart
12/07/2021;Zinc;Mineral;144;5507;793008;7;2;USA;iHerb
12/07/2021;Collagen Peptides;Protein;148;2475;36630;0;0;UK;Walmart
12/07/2021;Magnesium;Mineral;142;1856;263552;22;2;Canada;iHerb
12/07/2021;Ashwagandha;Herbal;130;4268;55484;24;0;Canada;Walmart
12/07/2021;Melatonin;Sleep Aid;173;4829;835417;2;2;UK;Walmart
12/07/2021;Biotin;Vitamin;140;5052;70728;3;1;USA;iHerb
12/07/2021;Green Tea Extract;Fat Burner;174;589;102486;25;2;Canada;Walmart
12/07/2021;Iron Supplement;Mineral;137;3122;427714;8;1;Canada;iHerb
12/07/2021;Electrolyte Powder;Hydration;190;4667;88673;0;2;UK;Walmart
19/07/2021;Whey Protein;Protein;170;1928;32776;16;2;UK;Walmart
19/07/2021;Vitamin C;Vitamin;157;2261;354977;24;3;UK;iHerb
19/07/2021;Fish Oil;Omega;148;3262;482776;11;0;Canada;Amazon
19/07/2021;Multivitamin;Vitamin;147;1113;163611;11;2;USA;Walmart
19/07/2021;Pre-Workout;Performance;157;5548;871036;0;2;USA;iHerb
19/07/2021;BCAA;Amino Acid;161;2619;421659;3;3;UK;Walmart
19/07/2021;Creatine;Performance;149;3929;585421;17;2;UK;Amazon
19/07/2021;Zinc;Mineral;156;3568;556608;2;1;Canada;Walmart
19/07/2021;Collagen Peptides;Protein;146;5573;813658;2;2;USA;iHerb
19/07/2021;Magnesium;Mineral;147;4398;646506;2;2;USA;Walmart
19/07/2021;Ashwagandha;Herbal;160;1853;29648;22;2;Canada;Amazon
19/07/2021;Melatonin;Sleep Aid;167;371;61957;23;3;Canada;iHerb
19/07/2021;Biotin;Vitamin;148;2966;438968;1;1;UK;iHerb
19/07/2021;Green Tea Extract;Fat Burner;141;1349;190209;17;0;USA;Walmart
19/07/2021;Iron Supplement;Mineral;144;235;33840;19;3;USA;iHerb
19/07/2021;Electrolyte Powder;Hydration;139;3352;465928;22;2;USA;iHerb
26/07/2021;Whey Protein;Protein;150;5237;78555;0;1;UK;Amazon
26/07/2021;Vitamin C;Vitamin;169;3714;627666;13;1;Canada;iHerb
26/07/2021;Fish Oil;Omega;151;3092;466892;18;3;Canada;Amazon
26/07/2021;Multivitamin;Vitamin;136;304;41344;17;0;USA;iHerb
26/07/2021;Pre-Workout;Performance;155;3091;479105;23;5;UK;Amazon
26/07/2021;BCAA;Amino Acid;132;5752;759264;24;0;USA;Walmart
26/07/2021;Creatine;Performance;150;1102;16530;15;1;USA;iHerb
26/07/2021;Zinc;Mineral;165;4434;73161;17;1;UK;Walmart
26/07/2021;Collagen Peptides;Protein;142;5002;710284;11;2;Canada;iHerb
26/07/2021;Magnesium;Mineral;154;3125;48125;7;1;Canada;Amazon
26/07/2021;Ashwagandha;Herbal;151;3201;483351;2;2;UK;Walmart
26/07/2021;Melatonin;Sleep Aid;139;3064;425896;6;1;UK;Walmart
26/07/2021;Biotin;Vitamin;145;3686;53447;5;0;UK;Walmart
26/07/2021;Green Tea Extract;Fat Burner;167;306;51102;1;1;UK;Amazon
26/07/2021;Iron Supplement;Mineral;152;4535;68932;4;1;Canada;iHerb
26/07/2021;Electrolyte Powder;Hydration;134;2071;277514;2;1;UK;iHerb
02/08/2021;Whey Protein;Protein;135;3669;495315;4;0;Canada;iHerb
02/08/2021;Vitamin C;Vitamin;162;4031;653022;8;2;USA;Amazon
02/08/2021;Fish Oil;Omega;143;2115;302445;5;1;USA;iHerb
02/08/2021;Multivitamin;Vitamin;156;106;16536;13;2;USA;Amazon
02/08/2021;Pre-Workout;Performance;149;564;84036;21;1;UK;iHerb
02/08/2021;BCAA;Amino Acid;140;3522;49308;19;1;UK;iHerb
02/08/2021;Creatine;Performance;127;503;63881;7;2;Canada;Amazon
02/08/2021;Zinc;Mineral;147;5226;768222;13;2;UK;iHerb
02/08/2021;Collagen Peptides;Protein;167;2566;428522;19;1;Canada;iHerb
02/08/2021;Magnesium;Mineral;146;4622;674812;1;0;UK;iHerb
02/08/2021;Ashwagandha;Herbal;145;188;27260;19;1;USA;iHerb
02/08/2021;Melatonin;Sleep Aid;148;591;87468;1;0;USA;Walmart
02/08/2021;Biotin;Vitamin;130;3997;51961;1;1;UK;Walmart
02/08/2021;Green Tea Extract;Fat Burner;124;3524;436976;4;0;UK;iHerb
02/08/2021;Iron Supplement;Mineral;133;4049;538517;5;0;UK;Amazon
02/08/2021;Electrolyte Powder;Hydration;165;2638;43527;5;1;UK;Amazon
09/08/2021;Whey Protein;Protein;151;1822;275122;2;2;UK;Walmart
09/08/2021;Vitamin C;Vitamin;134;1851;248034;6;1;Canada;iHerb
09/08/2021;Fish Oil;Omega;152;5739;872328;3;4;Canada;iHerb
09/08/2021;Multivitamin;Vitamin;140;2695;37730;4;3;UK;iHerb
09/08/2021;Pre-Workout;Performance;143;3832;547976;12;1;Canada;Walmart
09/08/2021;BCAA;Amino Acid;159;4341;690219;22;0;USA;iHerb
09/08/2021;Creatine;Performance;135;3186;43011;1;0;Canada;Walmart
09/08/2021;Zinc;Mineral;150;3383;50745;19;1;USA;Walmart
09/08/2021;Collagen Peptides;Protein;157;3074;482618;19;0;Canada;Walmart
09/08/2021;Magnesium;Mineral;133;301;40033;21;1;USA;iHerb
09/08/2021;Ashwagandha;Herbal;156;3931;613236;9;2;Canada;Amazon
09/08/2021;Melatonin;Sleep Aid;144;5964;858816;3;0;UK;Walmart
09/08/2021;Biotin;Vitamin;167;4251;709917;8;1;USA;iHerb
09/08/2021;Green Tea Extract;Fat Burner;141;3054;430614;18;1;UK;iHerb
09/08/2021;Iron Supplement;Mineral;176;3515;61864;15;4;Canada;iHerb
09/08/2021;Electrolyte Powder;Hydration;122;5268;642696;6;3;Canada;Amazon
16/08/2021;Whey Protein;Protein;173;3195;552735;1;4;UK;Walmart
16/08/2021;Vitamin C;Vitamin;149;4449;662901;12;0;Canada;iHerb
16/08/2021;Fish Oil;Omega;139;3871;538069;16;1;Canada;iHerb
16/08/2021;Multivitamin;Vitamin;154;4476;689304;1;2;Canada;Walmart
16/08/2021;Pre-Workout;Performance;155;5585;865675;3;2;USA;iHerb
16/08/2021;BCAA;Amino Acid;133;2665;354445;9;0;Canada;iHerb
16/08/2021;Creatine;Performance;153;1171;179163;8;3;UK;Walmart
16/08/2021;Zinc;Mineral;157;4491;705087;8;0;UK;Amazon
16/08/2021;Collagen Peptides;Protein;141;5902;832182;12;0;UK;Walmart
16/08/2021;Magnesium;Mineral;135;3893;525555;2;3;UK;Amazon
16/08/2021;Ashwagandha;Herbal;145;4903;710935;19;2;USA;iHerb
16/08/2021;Melatonin;Sleep Aid;154;4144;638176;14;5;USA;Walmart
16/08/2021;Biotin;Vitamin;159;5362;852558;5;0;USA;iHerb
16/08/2021;Green Tea Extract;Fat Burner;149;5146;766754;11;2;Canada;Amazon
16/08/2021;Iron Supplement;Mineral;151;4076;615476;21;0;USA;Walmart
16/08/2021;Electrolyte Powder;Hydration;153;1821;278613;3;4;USA;Amazon
23/08/2021;Whey Protein;Protein;146;1857;271122;17;2;UK;Walmart
23/08/2021;Vitamin C;Vitamin;155;5468;84754;1;1;Canada;Amazon
23/08/2021;Fish Oil;Omega;149;5318;792382;23;1;USA;Walmart
23/08/2021;Multivitamin;Vitamin;165;5654;93291;6;2;USA;iHerb
23/08/2021;Pre-Workout;Performance;142;1027;145834;14;1;UK;Amazon
23/08/2021;BCAA;Amino Acid;143;5257;751751;15;3;USA;Walmart
23/08/2021;Creatine;Performance;141;3253;458673;0;1;Canada;Walmart
23/08/2021;Zinc;Mineral;156;4681;730236;14;0;USA;Walmart
23/08/2021;Collagen Peptides;Protein;133;2375;315875;2;1;Canada;Amazon
23/08/2021;Magnesium;Mineral;152;4602;699504;16;1;USA;iHerb
23/08/2021;Ashwagandha;Herbal;160;4187;66992;14;0;Canada;Walmart
23/08/2021;Melatonin;Sleep Aid;157;5713;896941;2;2;USA;Amazon
23/08/2021;Biotin;Vitamin;141;2702;380982;12;1;UK;Amazon
23/08/2021;Green Tea Extract;Fat Burner;150;5889;88335;3;3;Canada;iHerb
23/08/2021;Iron Supplement;Mineral;170;4625;78625;11;2;USA;Amazon
23/08/2021;Electrolyte Powder;Hydration;144;3891;560304;12;2;Canada;Amazon
30/08/2021;Whey Protein;Protein;142;1419;201498;1;1;USA;Walmart
30/08/2021;Vitamin C;Vitamin;128;5065;64832;1;2;UK;Amazon
30/08/2021;Fish Oil;Omega;141;3425;482925;8;1;Canada;Walmart
30/08/2021;Multivitamin;Vitamin;146;1573;229658;25;1;Canada;Amazon
30/08/2021;Pre-Workout;Performance;144;2819;405936;21;1;USA;iHerb
30/08/2021;BCAA;Amino Acid;158;5231;826498;18;1;UK;Walmart
30/08/2021;Creatine;Performance;135;588;79380;6;1;Canada;iHerb
30/08/2021;Zinc;Mineral;152;3584;544768;2;1;USA;Walmart
30/08/2021;Collagen Peptides;Protein;119;3878;461482;24;2;Canada;Walmart
30/08/2021;Magnesium;Mineral;140;2006;28084;23;3;UK;Walmart
30/08/2021;Ashwagandha;Herbal;160;3522;56352;12;1;Canada;iHerb
30/08/2021;Melatonin;Sleep Aid;150;1659;24885;22;2;UK;iHerb
30/08/2021;Biotin;Vitamin;147;285;41895;19;2;UK;Walmart
30/08/2021;Green Tea Extract;Fat Burner;160;2023;32368;8;1;UK;iHerb
30/08/2021;Iron Supplement;Mineral;144;2647;381168;3;1;Canada;iHerb
30/08/2021;Electrolyte Powder;Hydration;154;1355;20867;12;2;USA;Walmart
06/09/2021;Whey Protein;Protein;150;2445;36675;2;4;Canada;iHerb
06/09/2021;Vitamin C;Vitamin;146;496;72416;8;2;USA;iHerb
06/09/2021;Fish Oil;Omega;134;1724;231016;2;0;Canada;iHerb
06/09/2021;Multivitamin;Vitamin;151;3305;499055;8;1;USA;Amazon
06/09/2021;Pre-Workout;Performance;174;5446;947604;12;2;Canada;Amazon
06/09/2021;BCAA;Amino Acid;168;5809;975912;1;2;USA;Amazon
06/09/2021;Creatine;Performance;140;3604;50456;7;2;UK;Amazon
06/09/2021;Zinc;Mineral;152;2615;39748;12;2;Canada;iHerb
06/09/2021;Collagen Peptides;Protein;147;5808;853776;13;2;Canada;Amazon
06/09/2021;Magnesium;Mineral;147;3036;446292;1;1;Canada;Walmart
06/09/2021;Ashwagandha;Herbal;151;1674;252774;12;0;USA;Amazon
06/09/2021;Melatonin;Sleep Aid;134;4025;53935;16;1;UK;Amazon
06/09/2021;Biotin;Vitamin;170;4846;82382;9;4;Canada;iHerb
06/09/2021;Green Tea Extract;Fat Burner;137;2428;332636;7;3;UK;Walmart
06/09/2021;Iron Supplement;Mineral;113;237;26781;5;0;Canada;iHerb
06/09/2021;Electrolyte Powder;Hydration;162;1029;166698;11;1;Canada;Walmart
13/09/2021;Whey Protein;Protein;133;451;59983;18;2;Canada;iHerb
13/09/2021;Vitamin C;Vitamin;162;1466;237492;18;4;Canada;Amazon
13/09/2021;Fish Oil;Omega;156;5728;893568;11;2;Canada;Amazon
13/09/2021;Multivitamin;Vitamin;149;138;20562;13;2;UK;Walmart
13/09/2021;Pre-Workout;Performance;161;5545;892745;24;0;Canada;Walmart
